timestamp,power_true_zone_W,power_pred_zone_W,Model_Name,oat,zone_htsp,zone_clsp
6/2/2023 16:00,0,0.494441377,SVR,84,67,77
6/2/2023 16:10,0,0.494441377,SVR,84,67,77
6/2/2023 16:15,0,0.401120674,SVR,84,67,77
6/2/2023 16:20,0,0.401120674,SVR,84,67,77
6/2/2023 16:25,0,0.306476608,SVR,84,67,77
6/2/2023 16:30,0,0.306476608,SVR,84,67,77
6/2/2023 16:35,0,0.306476608,SVR,84,67,77
6/2/2023 16:40,0,0.306476608,SVR,84,67,77
6/2/2023 16:45,0,0.21991776,SVR,84,67,77
6/2/2023 16:50,0,0.21991776,SVR,84,67,77
6/2/2023 16:55,0,0.21991776,SVR,84,67,77
6/2/2023 17:00,0,0.334858118,SVR,84,68,76
6/2/2023 17:10,0,0.334858118,SVR,84,68,76
6/2/2023 17:15,0,0.334858118,SVR,84,68,76
6/2/2023 17:20,0,0.334858118,SVR,84,68,76
6/2/2023 17:25,0,0.334858118,SVR,84,68,76
6/2/2023 17:30,0,0.605453371,SVR,85,68,76
6/2/2023 17:35,0,0.605453371,SVR,85,68,76
6/2/2023 17:40,0,0.605453371,SVR,85,68,76
6/2/2023 17:45,0,0.605453371,SVR,85,68,76
6/2/2023 17:50,0,0.951282402,SVR,86,68,76
6/2/2023 17:55,0,0.951282402,SVR,86,68,76
6/2/2023 18:00,0,0.951282402,SVR,86,68,76
6/2/2023 18:10,0,1.161021931,SVR,87,68,76
6/2/2023 18:15,0,1.161021931,SVR,87,68,76
6/2/2023 18:20,0,1.161021931,SVR,87,68,76
6/2/2023 18:25,56.33561644,1.161021931,SVR,87,68,76
6/2/2023 18:30,98.00228311,1.161021931,SVR,87,68,76
6/2/2023 18:35,139.6689498,0.592462761,SVR,86,68,76
6/2/2023 18:40,181.3356164,0.942607908,SVR,87,68,76
6/2/2023 18:45,219.9719801,0.592462761,SVR,86,68,76
6/2/2023 18:50,253.3053134,0.592462761,SVR,86,68,76
6/2/2023 18:55,286.6386467,0.096865162,SVR,84,68,76
6/2/2023 19:00,319.9719801,0.256126969,SVR,82,68,76
6/2/2023 19:10,391.5614669,0.256126969,SVR,82,68,76
6/2/2023 19:15,430.4503558,0.173099814,SVR,83,68,76
6/2/2023 19:20,471.611972,0.069621471,SVR,84,68,76
6/2/2023 19:25,452.9747682,0.069621471,SVR,84,68,76
6/2/2023 19:30,451.3081016,0.069621471,SVR,84,68,76
